Pos,2PA,FTA,AST,TOV
SF,10.549848942598187,4.785498489425982,1.7401812688821752,1.8489425981873109
SF,9.417218543046358,3.8145695364238414,2.1456953642384105,1.4304635761589404
SG,7.081967213114753,1.3770491803278688,2.557377049180328,1.7704918032786883
PF,17.07954545454545,6.545454545454545,5.420454545454545,2.352272727272727
PG,6.870229007633588,2.7480916030534353,4.122137404580153,2.4732824427480917
SG,5.647058823529411,1.8823529411764706,1.1764705882352942,1.1764705882352942
C,5.699999999999999,0.8999999999999999,1.5,0.8999999999999999
C,8.530120481927712,3.4698795180722892,2.0240963855421685,1.5903614457831328
PF,5.286713286713287,4.7832167832167825,0.7552447552447551,0.7552447552447551
SG,7.800000000000001,3.3000000000000003,2.6999999999999997,1.7999999999999998
SG,11.054347826086957,9.978260869565219,6.847826086956522,3.91304347826087
SF,5.52,2.1599999999999997,1.44,1.44
PG,5.513513513513513,3.4054054054054057,5.027027027027027,1.783783783783784
SG,5.770992366412215,2.4732824427480917,1.3740458015267176,1.9236641221374047
SF,10.758620689655174,3.724137931034483,1.8620689655172415,1.7586206896551724
PF,8.325000000000001,2.25,1.575,1.575
PF,6.788571428571428,1.8514285714285714,2.4685714285714284,1.6457142857142857
SF,10.465116279069768,6.383720930232558,4.290697674418604,2.8255813953488373
SG,11.08650519031142,3.363321799307959,3.238754325259516,1.7439446366782008
C,10.229508196721312,3.9344262295081966,1.7704918032786883,2.557377049180328
C,13.233201581027668,3.841897233201581,1.565217391304348,1.9920948616600789
C,11.751295336787564,5.22279792746114,1.4922279792746114,2.4248704663212437
PF,12.664031620553361,4.2687747035573125,2.561264822134387,2.703557312252964
PG,9.76271186440678,4.027118644067796,6.223728813559322,1.952542372881356
C,14.64179104477612,3.223880597014925,2.014925373134328,2.014925373134328
SF,6.455172413793104,2.979310344827586,2.731034482758621,1.7379310344827585
SG,4.721311475409837,1.1803278688524592,3.245901639344263,1.6229508196721314
PG,11.042944785276074,2.0981595092024534,7.61963190184049,2.539877300613497
SG,6.810810810810811,2.5945945945945947,2.5945945945945947,1.6216216216216217
SG,6.929577464788732,2.704225352112676,2.873239436619718,1.5211267605633803
C,14.4,2.242622950819672,3.777049180327869,1.534426229508197
C,12.442953020134228,7.973154362416107,1.4496644295302012,3.38255033557047
SG,5.142857142857143,2.5714285714285716,3.2142857142857144,1.9285714285714286
SF,5.890909090909091,1.3090909090909089,1.3090909090909089,0.8727272727272728
PF,11.82857142857143,3.0857142857142854,1.5428571428571427,1.2
PF,9.89728096676737,1.8489425981873109,0.9788519637462235,1.6314199395770392
SF,4.951672862453533,2.0074349442379185,4.014869888475837,1.4721189591078068
PF,9.991189427312776,2.854625550660793,1.5859030837004406,1.2687224669603525
SF,3.226415094339622,0.8490566037735849,3.9056603773584904,2.0377358490566038
PG,11.274725274725276,4.846153846153847,5.142857142857143,2.4725274725274726
PG,10.8,3.6,6.042857142857144,3.0857142857142854
PG,10.8,2.957142857142857,5.528571428571428,2.314285714285714
PG,13.975155279503104,4.248447204968943,10.285714285714285,3.913043478260869
SF,13.562326869806093,7.678670360110803,7.379501385041552,3.889196675900277
C,18.235294117647058,2.941176470588235,1.9999999999999998,1.1764705882352942
PF,10.18867924528302,3.7358490566037736,1.0188679245283019,1.358490566037736
SF,4.928571428571428,3.214285714285714,1.7142857142857142,1.5
SG,5.806451612903226,2.3225806451612905,1.4516129032258065,0.8709677419354838
PG,10.195804195804195,4.405594405594405,8.307692307692307,2.769230769230769
PF,6.352941176470588,1.8823529411764706,2.1176470588235294,1.4117647058823528
PF,7.912087912087912,1.978021978021978,1.978021978021978,1.1868131868131868
PF,8.59090909090909,2.3181818181818183,2.181818181818182,2.0454545454545454
SF,3.9807692307692304,1.5576923076923075,0.5192307692307692,1.7307692307692306
SF,4.5,1.0227272727272727,1.227272727272727,1.0227272727272727
PF,9.183673469387754,2.7551020408163263,2.571428571428571,2.020408163265306
SG,8.87106017191977,2.2693409742120347,3.816618911174786,1.7535816618911175
SG,7.085106382978724,2.872340425531915,2.4893617021276597,1.7234042553191489
SF,6.955932203389831,1.8305084745762712,1.952542372881356,1.3423728813559324
SF,1.5384615384615385,2.4615384615384617,1.2307692307692308,0.6153846153846154
SF,7.1020408163265305,2.2040816326530615,0.979591836734694,1.4693877551020407
PF,10.572490706319705,3.7472118959107807,1.4721189591078068,1.4721189591078068
C,6.802325581395349,5.965116279069768,0.7325581395348837,1.36046511627907
PG,9.049180327868852,3.5409836065573765,4.721311475409835,1.5737704918032787
C,14.095238095238098,2.666666666666667,1.7142857142857144,2.857142857142857
C,14.612546125461254,3.1881918819188186,0.6642066420664207,2.523985239852398
C,15.27974276527331,5.209003215434083,1.2733118971061093,2.315112540192926
SG,5.142857142857142,2.571428571428571,3.0,1.5
PF,5.1645569620253164,2.7341772151898733,2.7341772151898733,1.0632911392405062
SF,10.961937716262977,4.858131487889274,1.7439446366782008,1.370242214532872
SG,3.5999999999999996,2.0,2.0,1.0
PG,10.412307692307694,4.098461538461539,5.981538461538462,3.5446153846153847
SG,7.885714285714286,2.9714285714285715,5.142857142857143,2.4000000000000004
SG,2.2360248447204967,1.7888198757763973,2.906832298136646,1.5652173913043477
C,9.542168674698795,2.1686746987951806,1.0843373493975903,1.9518072289156625
SG,8.0,3.1999999999999997,2.4,1.5999999999999999
PF,11.223529411764705,4.447058823529412,0.8470588235294118,1.6941176470588235
PG,6.171428571428572,1.469387755102041,4.408163265306122,1.616326530612245
C,9.642857142857144,3.857142857142857,1.6071428571428572,2.892857142857143
PG,9.619433198380566,3.3522267206477734,5.246963562753036,3.6437246963562755
PG,9.735211267605633,4.867605633802817,9.735211267605633,2.535211267605634
SG,10.20618556701031,3.154639175257732,2.7835051546391756,3.711340206185567
SG,6.352941176470588,1.9999999999999998,2.3529411764705883,1.1764705882352942
PF,12.326086956521738,4.108695652173914,3.3260869565217392,1.956521739130435
C,8.345454545454546,2.4545454545454546,0.8181818181818182,1.8
SF,11.09433962264151,4.415094339622642,2.830188679245283,1.6981132075471699
C,5.61038961038961,1.4025974025974024,1.4025974025974024,1.6363636363636362
PF,10.717557251908397,2.4732824427480917,1.9236641221374047,1.648854961832061
PG,9.68067226890756,4.941176470588235,6.2521008403361344,2.7226890756302518
PG,9.069767441860465,5.023255813953488,6.4186046511627906,3.0697674418604652
PG,9.76595744680851,2.2978723404255317,6.319148936170213,2.4893617021276597
C,16.767123287671232,4.684931506849314,0.863013698630137,1.726027397260274
C,9.582733812949641,2.8489208633093526,1.1654676258992804,1.553956834532374
PF,7.988165680473373,4.579881656804734,2.3431952662721898,1.7041420118343198
PG,9.704347826086957,4.695652173913044,7.095652173913043,2.608695652173913
PG,9.96923076923077,0.5538461538461539,8.03076923076923,2.2153846153846155
PG,7.152317880794702,1.4304635761589404,6.675496688741722,2.1456953642384105
C,6.702127659574468,3.2553191489361697,0.9574468085106382,1.9148936170212765
SG,3.876923076923077,2.769230769230769,3.0461538461538464,1.6615384615384614
SF,7.274611398963731,1.1191709844559583,1.6787564766839378,1.1191709844559583
PG,4.832214765100671,0.7248322147651006,7.489932885906041,3.1409395973154366
SG,11.964071856287424,5.2814371257485035,2.479041916167665,2.0479041916167664
SG,5.44807121661721,2.5637982195845694,2.4569732937685456,1.4955489614243322
PF,7.75,2.9999999999999996,0.7499999999999999,1.25
SG,9.037656903765692,3.0125523012552304,4.2175732217573225,2.711297071129707
PF,8.181818181818182,3.0209790209790204,2.0139860139860137,1.8881118881118881
PG,9.042654028436017,2.0473933649289098,4.777251184834123,2.218009478672986
SG,8.254777070063694,2.751592356687898,2.2929936305732483,1.8343949044585988
SG,7.370078740157481,3.5433070866141736,1.8425196850393704,2.834645669291339
PF,12.078947368421053,3.078947368421053,0.9473684210526316,2.368421052631579
C,11.269565217391303,5.321739130434782,0.3130434782608696,2.5043478260869567
C,10.588235294117649,2.4705882352941178,1.0588235294117647,2.823529411764706
SG,5.96319018404908,2.2085889570552144,1.8773006134969323,1.8773006134969323
PF,4.137931034482759,1.6551724137931036,3.9310344827586206,2.6896551724137936
SG,7.967213114754099,3.9836065573770494,1.9180327868852463,1.4754098360655739
PG,14.33333333333333,3.1304301583203014,10.999999999999998,1.6666666666666665
SF,9.08970099667774,2.3920265780730894,2.750830564784053,1.6744186046511627
SG,7.391634980988593,3.1482889733840302,1.505703422053232,1.3688212927756653
PG,7.548387096774194,2.3225806451612905,8.129032258064516,2.6129032258064515
PG,7.130434782608695,2.2608695652173916,8.173913043478262,3.304347826086956
SF,0.7999999999999999,0.26666666666666666,2.4,1.0666666666666667
PF,6.352941176470589,6.352941176470589,1.7647058823529413,1.7647058823529413
PF,5.710344827586207,3.637890048992321,3.227586206896552,1.2413793103448276
PG,6.8789808917197455,1.8343949044585988,3.8980891719745223,1.605095541401274
SG,5.664974619289341,3.2893401015228427,2.1928934010152283,2.5583756345177666
PF,10.788990825688073,5.0642201834862375,3.4128440366972477,2.5321100917431187
PF,6.772277227722772,6.237623762376238,2.1386138613861383,1.9603960396039606
PF,14.4,5.690322580645161,2.438709677419355,2.5548387096774197
PF,8.0,2.0,2.285714285714286,1.2857142857142856
PF,12.799999999999999,3.1999999999999997,2.6285714285714286,2.4000000000000004
SG,5.754098360655738,1.7704918032786885,1.1803278688524592,0.7377049180327869
PF,10.034843205574914,2.8850174216027873,2.2578397212543555,2.132404181184669
C,9.140625,3.515625,0.703125,1.828125
C,10.512,4.032,1.1520000000000001,2.16
SG,14.368421052631577,5.999999999999999,1.8947368421052628,1.4210526315789473
PF,9.142857142857144,1.7142857142857142,1.7142857142857142,1.4285714285714286
PG,4.0,2.0,4.545454545454545,2.909090909090909
SG,10.285714285714286,3.9815668202764973,3.1520737327188937,2.15668202764977
SG,10.134453781512606,4.53781512605042,2.7226890756302518,1.3613445378151259
PG,3.6850393700787407,0.42519685039370075,5.811023622047244,2.409448818897638
PG,4.811881188118813,2.6732673267326734,9.801980198019802,2.6732673267326734
PG,8.737864077669903,1.048543689320388,6.466019417475729,3.1456310679611645
PF,10.829268292682928,1.7560975609756095,1.7560975609756095,1.7560975609756095
C,7.411764705882352,3.058823529411765,5.529411764705882,2.1176470588235294
C,10.168831168831169,3.6233766233766236,1.987012987012987,2.2207792207792205
PF,12.405405405405405,4.621621621621621,2.3108108108108105,1.3378378378378377
C,12.337078651685392,4.247191011235955,1.6179775280898876,2.831460674157303
PF,11.666666666666666,2.6666666666666665,1.6666666666666665,2.333333333333333
PF,8.666666666666668,2.4444444444444446,2.6666666666666665,2.4444444444444446
SG,11.697478991596636,4.436974789915967,4.134453781512605,2.8235294117647056
C,8.91891891891892,3.4054054054054057,2.7567567567567566,2.4324324324324325
C,7.327433628318583,4.1415929203539825,2.230088495575221,0.9557522123893804
C,10.936708860759493,3.3417721518987342,3.6455696202531644,2.7341772151898733
SF,4.086486486486487,0.7783783783783784,3.891891891891892,2.52972972972973
PF,12.08135593220339,3.1728813559322036,2.0745762711864404,2.31864406779661
PG,13.672473867595821,3.0104529616724736,6.146341463414634,2.634146341463415
SF,7.9395770392749245,3.154078549848942,2.6102719033232624,1.6314199395770392
PF,4.195488721804511,1.3533834586466165,2.571428571428571,0.9473684210526315
PG,10.344827586206897,4.03448275862069,10.551724137931036,2.3793103448275863
PF,10.306451612903226,2.1774193548387095,1.4516129032258065,2.1774193548387095
PG,9.592105263157894,3.078947368421053,7.697368421052632,2.960526315789474
C,14.509505703422052,5.749049429657795,1.2319391634980987,1.9163498098859315
C,6.75,2.8125,1.5,2.8125
SF,6.595419847328244,3.9847328244274807,2.7480916030534353,1.7862595419847331
C,9.971830985915492,6.591549295774648,1.5211267605633803,2.1971830985915495
C,6.96774193548387,1.3548387096774193,0.9677419354838709,1.5483870967741935
SG,4.2,2.0,1.7999999999999998,0.6
SF,4.014388489208633,1.9424460431654675,1.9424460431654675,1.1654676258992804
SF,7.237113402061857,2.041237113402062,1.6701030927835052,1.2989690721649485
PG,6.6000000000000005,3.0,6.8999999999999995,2.4
PG,9.32642487046632,3.3575129533678756,5.036269430051814,1.8652849740932642
PG,4.2631578947368425,1.5789473684210527,5.999999999999999,1.8947368421052628
PG,2.1405405405405404,1.1675675675675674,4.67027027027027,2.1405405405405404
PG,1.5,1.2857142857142856,6.0,1.2857142857142856
SF,8.628099173553718,1.7851239669421486,2.0826446280991737,0.8925619834710743
SF,9.327272727272728,1.1454545454545455,3.272727272727273,0.6545454545454545
SF,8.419354838709676,1.8870967741935485,2.4677419354838706,1.0161290322580645
PF,14.178461538461539,4.6523076923076925,2.436923076923077,2.436923076923077
SG,7.223300970873788,3.0291262135922334,2.0970873786407767,1.3980582524271843
SG,7.068493150684931,1.9726027397260273,3.2876712328767126,1.315068493150685
PG,5.958620689655172,0.993103448275862,4.9655172413793105,1.986206896551724
SG,7.981900452488688,3.257918552036199,4.072398190045249,1.4660633484162895
PG,8.766839378238343,2.4248704663212437,3.170984455958549,1.6787564766839378
SG,3.1875,1.3125,1.875,1.3125
PG,7.005405405405405,1.945945945945946,4.475675675675675,1.5567567567567568
SF,7.0588235294117645,1.8823529411764706,1.8823529411764706,1.8823529411764706
PG,8.680851063829786,3.0638297872340425,5.872340425531915,1.7872340425531914
PG,8.742857142857142,1.8,5.6571428571428575,2.314285714285714
PF,8.262295081967213,4.426229508196721,0.8852459016393442,2.9508196721311477
PF,14.789189189189187,5.05945945945946,2.1405405405405404,2.335135135135135
PG,8.603773584905658,1.8113207547169812,12.226415094339623,3.8490566037735845
PG,10.662020905923345,1.1289198606271778,8.153310104529616,3.637630662020906
PG,13.319999999999999,4.44,5.88,3.8400000000000003
SF,6.211764705882353,0.988235294117647,1.411764705882353,1.1294117647058823
PG,8.685714285714285,3.657142857142857,10.057142857142857,3.314285714285714
SF,3.2727272727272725,0.7012987012987012,1.87012987012987,1.6363636363636362
C,9.798816568047338,2.5562130177514795,1.7041420118343198,1.0650887573964498
SF,2.7906976744186047,0.5581395348837209,1.6744186046511627,0.5581395348837209
SF,7.0588235294117645,3.058823529411765,2.3529411764705883,2.3529411764705883
C,10.617511520737327,2.986175115207373,1.4930875576036866,1.6589861751152075
PG,12.243654822335026,4.2030456852791875,7.49238578680203,3.4720812182741114
PF,13.521951219512195,4.917073170731707,2.282926829268293,2.1073170731707314
PF,8.29090909090909,2.4,2.4,1.3090909090909089
SF,6.319148936170213,2.106382978723404,2.680851063829787,1.3404255319148934
C,13.153846153846155,2.307692307692308,1.6153846153846154,2.769230769230769
PG,8.696629213483146,4.853932584269662,5.46067415730337,2.831460674157303
PG,7.938461538461538,5.538461538461538,5.723076923076923,2.4000000000000004
SG,8.584615384615386,2.076923076923077,4.569230769230769,2.4923076923076923
SG,4.909090909090909,1.0413223140495869,2.231404958677686,1.9338842975206614
SG,9.214285714285714,7.285714285714285,5.785714285714286,2.357142857142857
SG,9.40909090909091,6.954545454545455,4.909090909090909,2.181818181818182
C,12.375,3.5624999999999996,2.0625,2.625
SF,4.53781512605042,1.0588235294117647,1.8151260504201678,1.2100840336134453
SF,3.2914285714285714,1.2342857142857142,1.44,1.0285714285714285
PG,7.234449760765552,2.583732057416268,6.2009569377990434,2.0669856459330145
PG,4.133333333333334,2.533333333333333,4.133333333333334,1.7333333333333334
PG,14.2140221402214,2.523985239852398,8.103321033210332,3.7195571955719555
SG,9.348837209302326,2.2325581395348837,4.7441860465116275,2.651162790697674
SG,4.188679245283019,0.7924528301886792,2.830188679245283,1.2452830188679245
C,11.064220183486238,3.137614678899082,2.807339449541284,2.146788990825688
PF,14.174999999999999,4.5,5.2875000000000005,2.9250000000000003
